,Track Name,Artist,Track ID,Popularity
1687,Danger (with Migos & Marshmello),Migos,0nhVrTiCGiGRCoZOJiWzm1,60.0
1688,Deadz (feat. 2 Chainz),Migos,3sTsxjv7yb0cM3rWvQdVan,57.0
1689,Emoji A Chain,Migos,0G9rmRmQDFk9O2tzZLyRkc,49.0
1690,Flooded,Migos,7eTyfz4GA647lpSA3PCRyl,46.0
1691,Gang Gang,Migos,6RKkHI2fkmgZq7uQPPav8f,55.0
1692,Get Right Witcha,Migos,2jGEiQ3otr4CPIeBgefjRA,60.0
1693,Give No Fxk,Migos,6ZelF5APDN5r6XnFqcnvWR,52.0
1694,Higher We Go - Intro,Migos,43dOwOq0mB4i6j4SpcSkqC,48.0
1695,Kelly Price (feat. Travis Scott),Migos,5Q6DJEgNTiN9xcOQzKmw9F,62.0
1696,Made Men,Migos,3XAWpSxJMPeIwxXc5g9en1,49.0
1697,MotorSport,Migos,4wFjTWCunQFKtukqrNijEt,70.0
1698,Movin' Too Fast,Migos,5B3I6RdYli0nmeS5IR4CcB,48.0
1699,Narcos,Migos,0wbnC9AUenxp613TYaJsGK,69.0
1700,Need It,Migos,1cMMVJ4FDqhCci9efd1BU6,76.0
1701,Notice Me,Migos,3OnOomd79OjqSYHchCQ6ht,66.0
1702,Open It Up,Migos,2LOkdHHNKdEx24cQELBaD8,61.0
1703,Racks 2 Skinny,Migos,568OIKgeHyGRD3uWR44JbO,55.0
1704,Slippery (feat. Gucci Mane),Migos,0TBgMKD86t1VP3IzhxCoUl,69.0
1705,Stir Fry,Migos,2UVbBKQOdFAekPTRsnkzcf,76.0
1706,Straightenin,Migos,3X2r2CnHOJeV5YekPTgBnK,61.0
1707,Supastars,Migos,7yt6eiZQCkVFEzwGp4Pbor,52.0
1708,Taco Tuesday,Migos,2b1yiFEFZYuvlBnClvNJHP,57.0
1709,Too Much Jewelry,Migos,4loAa1lBkE83qJXU1ddmCV,48.0
