Genre,Master Genre
"['pop', 'alt z', 'canadian pop', 'post-teen pop', 'indie cafe pop', 'electropop', 'dance pop']",Pop
"['german drill', 'german alternative rap', 'german hip hop', 'german trap']",Hip-Hop
"['social media pop', 'modern rock', 'sad rap', 'emo rap', 'pop rap', 'pop punk', 'alt z', 'melodic rap', 'pop', 'rock']",Rock
"['alt z', 'indie cafe pop', 'pop', 'social media pop', 'post-teen pop', 'electropop']",Pop
"['german hip hop', 'hamburg hip hop', 'german trap', 'german underground rap']",Hip-Hop
"['soul', 'funk', 'motown', 'quiet storm']",R&B & Soul
"['rap', 'pop rap', 'hip hop', 'gangster rap', 'southern hip hop', 'trap']",Rap
"['political hip hop', 'conscious hip hop', 'atl hip hop', 'southern hip hop', 'alternative hip hop', 'escape room', 'dirty south rap']",Hip-Hop
"['g funk', 'west coast rap', 'gangster rap', 'hip hop', 'rap']",Rap
"['pop rap', 'rap', 'atl hip hop', 'southern hip hop', 'hip hop', 'dirty south rap', 'trap']",Rap
"['conscious hip hop', 'chicago rap', 'underground hip hop', 'rap', 'pop rap', 'hip hop']",Hip-Hop
"['trap chileno', 'trap latino']",Latin
"['industrial hip hop', 'political hip hop']",Hip-Hop
"['indie liguria', 'italian hip hop', 'trap italiana']",Hip-Hop
"['rap francais', 'pop urbaine', 'french hip hop', 'francoton']",Hip-Hop
"['rock en espanol', 'latin rock', 'latin alternative', 'spanish pop', 'spanish rock', 'latin pop', 'latin']",Rock
"['melodic rap', 'pop rap', 'trap', 'cali rap', 'rap']",Rap
['australian hip hop'],Hip-Hop
"['scandipop', 'swedish pop']",Pop
['jawaiian'],Pop
['nz pop'],Pop
"['chill r&b', 'indie r&b', 'alternative r&b', 'pop']",R&B & Soul
"['indie pop', 'modern rock', 'pop', 'rock']",Rock
"['dutch pop', 'dutch rap pop']",Rap
"['indie r&b', 'alternative r&b', 'indie hip hop', 'modern alternative pop', 'pop', 'bedroom pop', 'modern indie pop', 'pop rap']",R&B & Soul
"['funk carioca', 'funk pop']",Pop
"['basshall', 'francoton']",Hip-Hop
"['german dance', 'slap house', 'pop dance', 'tropical house', 'dance pop']",Pop
"['italian pop', 'italian reggae', 'italian adult pop']",Pop
"['melodic rap', 'pop rap']",Rap
"['afrofuturism', 'electropop', 'pop', 'dance pop', 'post-teen pop', 'pop rap']",Rap
"['dominican pop', 'pop reggaeton', 'urbano espanol']",Pop
"['german hip hop', 'german underground rap', 'german pop']",Hip-Hop
['social media pop'],Pop
"['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']",Pop
"['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']",EDM
"['mexican pop', 'latin viral pop', 'latin pop', 'latin', 'pop']",Pop
"['dembow', 'rap dominicano', 'trap latino', 'reggaeton', 'latin']",Latin
"['post-teen pop', 'talent show', 'boy band', 'pop']",Pop
"['modern rock', 'modern alternative rock', 'pop', 'electropop']",Rock
"['rap napoletano', 'italian pop', 'pop virale italiano', 'italian hip hop']",Pop
"['perreo', 'latin hip hop', 'reggaeton flow', 'reggaeton']",Hip-Hop
"['forro', 'sertanejo pop', 'sertanejo', 'sertanejo universitario']",Regional
"['gauze pop', 'shiver pop', 'indietronica']",Pop
"['pop dance', 'tropical house', 'edm', 'pop edm']",EDM
"['korean mask singer', 'k-pop']",Pop
"['trap latino', 'reggaeton flow', 'reggaeton', 'latin']",Latin
"['indie cafe pop', 'pop rock', 'modern rock', 'pop', 'indie poptimism']",Rock
"['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']",Rock
"['pop venezolano', 'trap latino', 'cubaton', 'dominican pop', 'reggaeton', 'reggaeton flow']",Pop
"['rap marseille', 'pop urbaine', 'rap francais', 'french hip hop']",Hip-Hop
"['reggaeton mexicano', 'latin viral pop']",Pop
"['pop nacional', 'funk carioca', 'nova mpb', 'post-teen pop', 'pop']",Pop
"['alt z', 'pop', 'post-teen pop', 'talent show', 'electropop', 'indie poptimism', 'indie cafe pop', 'dance pop', 'pop rap', 'modern rock']",Pop
"['uk dance', 'house', 'pop']",Pop
"['ritmo kombina', 'basshall', 'dutch rap pop', 'dutch hip hop', 'dutch pop']",Hip-Hop
"['latin pop', 'latin', 'pop']",Pop
"['modern indie pop', 'alt z', 'social media pop']",Pop
['south african house'],Other
"['piseiro', 'forro']",Other
"['funk 150 bpm', 'trap funk', 'funk carioca']",Other
"['atl trap', 'memphis hip hop', 'trap', 'southern hip hop', 'rap']",Hip-Hop
"['pop r&b', 'r&b']",R&B & Soul
"['r&b brasileiro', 'rap cearense', 'trap brasileiro']",Rap
"['swedish dancehall', 'ghanaian hip hop', 'afro dancehall', 'nigerian pop', 'afropop']",Hip-Hop
['drill francais'],Regional
"['edm', 'pop dance', 'electro house', 'pop edm', 'tropical house', 'big room', 'dance pop', 'progressive electro house', 'progressive house', 'house']",EDM
['bedroom pop'],Pop
"['escape room', 'alt z', 'electropop', 'pop']",Pop
"['contemporary country', 'country road', 'country', 'australian country', 'australian pop']",Country
"['german reggae', 'reggae fusion', 'cologne hip hop', 'german hip hop']",Hip-Hop
"['batidao romantico', 'sertanejo pop', 'funk carioca']",Pop
"['pagode novo', 'pagode', 'sertanejo pop', 'funk carioca']",Pop
"['bedroom pop', 'indie pop', 'pop']",Pop
"['rock', 'hard rock', 'album rock', 'classic rock', 'metal']",Rock
"['pop urbaine', 'rap francais', 'french hip hop']",Hip-Hop
"['turkish trap', 'turkish hip hop']",Hip-Hop
"['south carolina hip hop', 'dance pop', 'atl hip hop', 'urban contemporary', 'pop', 'r&b']",Hip-Hop
['indie r&b'],R&B & Soul
"['dance pop', 'canadian latin', 'canadian pop', 'pop', 'pop rap']",Pop
"['viral rap', 'dream smp']",Rap
['slap house'],EDM
"['london rap', 'afroswing', 'uk alternative hip hop', 'uk hip hop']",Hip-Hop
['nyc rap'],Rap
"['hip hop', 'pop rap', 'rap', 'east coast hip hop', 'hardcore hip hop', 'hip pop']",Hip-Hop
"['modern alternative rock', 'modern rock', 'rock']",Rock
"['rap metal', 'alternative metal', 'nu metal']",Rock
"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",Pop
['cumbia pop'],Pop
"['la indie', 'indie pop', 'alt z', 'pop']",Pop
['reggaeton'],Regional
"['musica jibara', 'puerto rican folk']",Folk
"['escape room', 'art pop', 'electropop', 'alt z', 'dance pop', 'indie pop', 'pop', 'finnish pop', 'hyperpop', 'indie poptimism']",Pop
['russelater'],EDM
"['forro', 'piseiro', 'forro de favela', 'funk carioca', 'sertanejo pop']",Pop
"['dream smp', 'social media pop']",Pop
"['ottawa rap', 'toronto rap']",Rap
"['soul', 'soul blues', 'memphis soul', 'southern soul', 'classic soul', 'funk']",R&B & Soul
"['uk pop', 'talent show', 'pop', 'indie cafe pop', 'dance pop', 'tropical house', 'post-teen pop']",Pop
"['indie cafe pop', 'uk pop', 'pop', 'neo mellow', 'viral pop', 'pop rock', 'post-teen pop']",Pop
"['schlager', 'classic schlager', 'partyschlager', 'german pop']",Pop
"['harlem renaissance', 'adult standards', 'new orleans jazz', 'vocal jazz', 'dixieland', 'swing', 'jazz trumpet', 'soul']",Jazz
"['jazz pop', 'contemporary vocal jazz', 'neo mellow', 'vocal jazz', 'adult standards']",Jazz
"['forro', 'sertanejo pop', 'batidao romantico', 'funk carioca', 'piseiro', 'sertanejo', 'sertanejo universitario']",Regional
"['vancouver indie', 'indie pop']",Pop
"['grunge', 'permanent wave', 'alternative rock', 'rock']",Rock
"['europop', 'swedish pop']",Pop
"['disco house', 'house', 'deep house', 'tropical house']",EDM
['sertanejo pop'],Pop
['forro de favela'],Regional
"['sertanejo pop', 'funk carioca']",Pop
"['trap latino', 'reggaeton flow', 'reggaeton']",Latin
"['alt z', 'modern indie pop', 'social media pop', 'indie cafe pop', 'pop']",Pop
"['social media pop', 'post-teen pop', 'pop', 'alt z']",Pop
"['tekk', 'german alternative rap', 'german trap', 'german hip hop']",Hip-Hop
['trap queen'],Rap
"['indie pop', 'alt z', 'emo rap']",Pop
"['funk ostentacao', 'brazilian hip hop']",Hip-Hop
"['latin pop', 'latin', 'latin arena pop', 'mexican pop', 'post-teen pop']",Latin
['piseiro'],Regional
"['german dance', 'german trance', 'german techno', 'trance']",EDM
['thai folk'],Folk
"['german pop', 'kleine hoerspiel', 'german rock', 'shanty']",Pop
"['pop', 'r&b']",R&B & Soul
"['dembow', 'rap dominicano', 'dominican pop', 'trap latino']",Rap
"['brega funk', 'forro', 'funk carioca']",EDM
"['colombian pop', 'pop']",Pop
"['indie cafe pop', 'alt z', 'pop', 'post-teen pop']",Pop
['weirdcore'],Novelty
"['filter house', 'electro']",EDM
"['tennessee hip hop', 'memphis hip hop', 'trap', 'southern hip hop', 'rap']",Hip-Hop
"['nyc rap', 'trap', 'rap']",Rap
['new york drill'],Hip-Hop
"['electronic trap', 'edm']",EDM
"['italian pop', 'italian pop rock', 'italian adult pop', 'italian indie pop']",Pop
"['pop rap', 'dance pop']",Pop
"['trap triste', 'trap argentino']",Rap
"['german pop', 'german hip hop']",Hip-Hop
"['indie rock italiano', 'italian pop']",Pop
"['r&b italiano', 'italian pop', 'trap italiana']",R&B & Soul
"['indie siciliano', 'italian alternative', 'italian indie pop']",Pop
"['k-pop', 'k-pop girl group', 'korean pop']",Pop
"['electropop', 'indie poptimism', 'indie cafe pop', 'pop', 'indie electropop', 'alt z', 'chill pop', 'chill r&b', 'indie pop', 'hopebeat']",Pop
"['norwegian pop', 'art pop']",Pop
"['spanish pop rock', 'spanish pop', 'latin arena pop', 'pop flamenco', 'latin pop']",Pop
"['chicago indie', 'indie pop', 'bubblegrunge', 'pop']",Pop
"['east coast hip hop', 'gangster rap', 'hip hop', 'rap', 'hardcore hip hop', 'pop rap']",Hip-Hop
"['uk hip hop', 'uk drill', 'afroswing', 'uk alternative hip hop']",Hip-Hop
"['uk pop', 'alt z', 'indie cafe pop']",Pop
"['rap', 'trap', 'hip hop']",Rap
"['rave funk', 'funk paulista', 'funk carioca']",Other
"['forro de favela', 'sertanejo pop', 'funk carioca']",Other
"['uk dance', 'house', 'pop dance']",Pop
"['funk ostentacao', 'funk carioca']",Other
"['mexican hip hop', 'rap conciencia']",Hip-Hop
"['pop urbaine', 'rap francais', 'french hip hop', 'francoton']",Hip-Hop
['k-pop boy group'],Pop
"['surf punk', 'indie surf', 'vegas indie', 'dreamo']",Other
"['baton rouge rap', 'trap', 'southern hip hop', 'rap']",Hip-Hop
"['rap', 'trap', 'hip hop', 'underground hip hop']",Rap
"['edm', 'pop dance', 'electro house', 'progressive electro house', 'big room', 'dutch house', 'tropical house', 'dance pop']",EDM
"['uk pop', 'modern rock']",Rock
"['pop', 'dance pop', 'pop rap', 'trap queen', 'escape room', 'post-teen pop', 'r&b', 'alternative r&b', 'electropop', 'alt z']",R&B & Soul
"['funk paulista', 'funk carioca', 'funk ostentacao']",Other
"['reggaeton', 'trap latino', 'latin', 'latin hip hop', 'reggaeton flow', 'perreo', 'reggaeton colombiano', 'latin pop', 'musica popular colombiana']",Latin
['dream smp'],EDM
"['italian pop', 'italian hip hop', 'pop virale italiano', 'italian adult pop', 'rap napoletano', 'rome indie']",Pop
"['r&b', 'pop', 'pop r&b', 'pop rap', 'alternative r&b', 'dance pop', 'urban contemporary', 'chill r&b', 'rap', 'trap soul']",R&B & Soul
"['francoton', 'pop urbaine', 'french hip hop']",Hip-Hop
"['melanesian pop', 'pacific islands pop', 'png pop']",Pop
"['forro', 'sertanejo pop', 'batidao romantico', 'funk carioca']",Pop
"['hip pop', 'r&b', 'urban contemporary', 'neo soul', 'pop r&b', 'dance pop', 'pop rap', 'hip hop']",Hip-Hop
"['urbano espanol', 'spanish pop']",Pop
"['funk bh', 'funk carioca']",Other
"['trap argentino', 'rkt', 'argentine hip hop', 'cumbia pop', 'rap underground argentino']",Hip-Hop
"['eau claire indie', 'folktronica']",Folk
"['italian pop', 'italian hip hop']",Hip-Hop
"['viral rap', 'plugg', 'vapor trap']",Rap
['comic'],Novelty
['aussietronica'],EDM
"['country road', 'modern country rock', 'contemporary country', 'country']",Country
"['swamp rock', 'classic rock', 'southern rock', 'rock', 'album rock', 'roots rock', 'country rock']",Rock
['pop soul'],R&B & Soul
"['alt z', 'pop', 'electropop', 'indie pop', 'indie poptimism', 'social media pop', 'dream smp', 'modern indie pop']",Pop
"['nyc pop', 'chill r&b']",R&B & Soul
"['trap queen', 'rap latina', 'escape room', 'r&b']",R&B & Soul
['trap argentino'],Rap
"['mellow gold', 'soft rock', 'singer-songwriter', 'yacht rock', 'adult standards', 'folk rock', 'folk', 'brill building pop']",Rock
"['garage rock', 'detroit rock', 'rock', 'permanent wave', 'punk blues', 'alternative rock', 'modern rock', 'modern blues rock', 'blues rock']",Rock
"['britpop', 'football', 'madchester', 'modern rock', 'boy band', 'dance rock', 'europop', 'pop rock']",Pop
